Company,Job Title,Full Description,Tags,Job URL
ASML Taiwan 台灣艾司摩爾,Internal control specialist,"Introduction to the job
As an internal control specialist, you will be connected to ASML’s sectors and you will drive SOx (Sarbanes Oxley Act) compliance and internal control in a dynamic and continuously changing environment.
In this global function, it is your mission to be a trusted advisor who assures compliance, supports quality decision-making, drives risk mitigation and thinks in solutions to help ASML to reach its full potential. As a business partner, you will work with a variety of stakeholders in and out of the ASML Business Services (ABS) organization.
Role and responsibilities
As an internal control specialist, you will be part of the Employee Financial Services department within People Operations, responsible for payroll, share plan administration, time to payroll, and Corporate Citi Card program. You will report directly to the Head of Employee Financial Services. Together with other internal control specialists within ABS, you form a virtual team.
In this role, you will:
Drive and manage internal control and SOx compliance for several business cycles as well as train personnel involved on SOx requirements
Implement effective controls for financial reporting related risks identified
Manage internal control deficiencies when/where incurred and ensure that deficiencies are timely resolved by the organization
Set up and maintain a professional relationship with the key stakeholders within the relevant cycles
Define and participate in business projects that impact internal control and the control framework
Gain an in-depth understanding of the business cycles and define the relevant risks and controls
Define principles for designing, executing & reviewing controls
Education and experience
Master's degree with a completed RA/RO (or equivalent)
8-12 years of relevant experience in finance or auditing
Audit experience at one of the Big Four firms or internal control or internal audit experience in an international environment
Strong knowledge of and experience with internal control/COSO and SOx
Experience with running an internal control framework
Experience with financial reporting and risk and control is highly preferred
Knowledge and experience with US GAAP and IFRS is preferred
Skills
Working at the cutting edge of tech, you’ll always have new challenges to solve – and working together is the only way to do that. You won’t work in a silo. Instead, you’ll be part of a creative, dynamic work environment where you’ll collaborate with supportive colleagues. There is always space for creative and unique points of view. You’ll have the flexibility and trust to choose how best to tackle tasks and solve problems.
To thrive in this job, you’ll need the following skills:
Ability to complex topics simple and transparent
Combining clear, critical thinking with decisiveness
Excellent social and effective communication skills
Being persuasive and able to influence
Proactive/hands-on attitude
Ability to overcome barriers for change and to engage others to take action
Team player mentality
Other information
ASML creates the conditions that enable you to realize your full potential. We provide state-of-the-art facilities, opportunities to develop your talents, international career opportunities, a stimulating and inspiring environment, and most of all, the commitment of a company that recognizes and rewards outstanding performance.
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00319641-internal-control-specialist-339c1b1d35c455c671fd203d652708
GoFreight,Marketing Intern (Data Analytics),"GoFreight is looking for a detail-oriented and analytical Marketing Intern to support our data-driven marketing initiatives. This is a great opportunity to gain hands-on experience in digital marketing, performance analytics, and CRM management at a leading B2B SaaS company bridging Taiwan and Silicon Valley. This role will support the analytics team in transforming data into actionable insights that inform strategic business decisions.
What You’ll Do:
Conduct lead research and data enrichment to support outbound and inbound marketing efforts.
Organize and maintain lead and contact data in HubSpot, ensuring accuracy and consistency.
Analyze marketing funnel performance—including MQL to SQL to closed-won/lost stages—to identify trends, bottlenecks, and opportunities for optimization.
Analyze CRM and operational data to uncover trends, patterns, and opportunities for growth.
Use analytics tools like
Tableau
to create dashboards and visualizations that communicate insights clearly to stakeholders.
Use tools like
Mixpanel
and
Google Analytics
to evaluate website performance, user flow, and conversion rates, and provide actionable insights for website optimization.
Support other ad-hoc data analysis and marketing operations tasks as needed.",[],https://www.cake.me/companies/GoFreight/jobs/marketing-intern-data-analytics
ASML Taiwan 台灣艾司摩爾,Electronic engineering | computer science internship: automation of test rig automation,"Introduction
Stage Position Measurement (SPM, FC-031) Software is part of Embedded Software Development department that helps create ASML product and services that meet its customers' performance requirements in advanced nanometer-precision control, yield and throughput.
The TWINSCAN machines’ main moving parts are the stages:
The Wafer Stages carry the wafers, the substrates on which chips are produced.
The Reticle Stage carries the reticle, which contains the pattern that is to be exposed onto the wafers
These stages must be moved with high speeds and extreme accuracy. SPM is responsible for measuring the position of the three stages. SPM measures the position of the Wafer Stages and the Reticle Stages in 6 dimensions. Positions are measured with sub-nanometer resolution. As part of qualification of new features, qualification on Test Rigs needs to performed for validation.
Your assignment
Problem
: Currently, the qualification of tests performed on the test rig requires physical presence to execute the execution plan with manual actions. This limitation prevents leveraging night qualification and results in inefficiencies.
Solution:
The goal of this internship project is to automate the qualification process on the test rig. This involves enabling automated execution of test cases and planning for common scenarios that will be executed on the test rig. The automation should be designed to be configurable and extendable for use by other departments.
Assignment Objectives:
1) Analyze the current manual qualification process on the test rig.
2) Identify common test scenarios that can be automated.
3) Develop and implement an automation framework for test rig qualification.
4) Ensure the automation framework is configurable and can be extended to other departments.
5) Test and validate the automated qualification process to ensure reliability and accuracy.
6) Document the automation process and provide training materials for future users.
Expected Outcomes:
A fully automated qualification process for the test rig.
Increased efficiency and ability to leverage night qualification.
Configurable automation framework that can be used by other departments.
Comprehensive documentation.
Your profile
To be a match for this internship you:
Are a (HBO) bachelor student in Electronic Engineering, Computer or a similar field.
Are proficient in programming (Bash, Python), Object Oriented Programming and are familiarity with automation tools and frameworks.
Are familiar with software development and testing practices, version control and software documentation.
Are able to work independently and autonomously and are pro-active.
Have strong communication and collaboration skills and are fluent in English (verbal and written).
This is a (HBO) bachelor apprentice/graduation internship for a minimum of 6 months, for 4 to 5 days per week (at least 3 days onsite). The start date of this internship is September 2025.
Other requirements you need to meet
You are enrolled at an educational institute
for the entire duration of the internship;
You are located in the Netherlands to perform your internship. In case you are currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate;
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
This position requires access to controlled technology, as defined in the
United States
Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with candidates who are immediately eligible to access controlled technology.
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00319017-electronic-engineering-computer-science-internship-autom-8d6d2b9ed5538f9e49f94205ddeecb
ASML Taiwan 台灣艾司摩爾,Computer science internship: common simulation framework,"Introduction
ASML produces complex lithographic machines called TWINSCANs. These machines are used in the process of making computer chips.
The TWINSCAN machines consists of several moving parts, among which the primary ones are the Wafer Stage and the Reticle Stage. The Wafer Stages carry the wafers - the substrates from which chips are produced. In parallel, the Reticle stage  carries the reticle, which contains the pattern that is to be exposed onto the wafer. These stages require precise synchronization and thus precise measurement.
The Stage Position Measurement (SPM) software part of ASML's Embedded Software Development department is responsible for measuring the Wafer stages and the Reticle stage pose in 6-dimensions with a nanometer accuracy.
In the Metrology domain, it is essential to conduct qualification in a simulated environment prior to executing tests on an actual machines. Simulation offers several advantages: it lowers testing costs, and accelerates the development cycle by enabling rapid feedback and iteration. To this end SPM utilizes several simulation plugins to replicate the Wafer Stages and Reticle Stage behaviors, enabling developers to offload substantial portions of testing from actual hardware.
Your assignment
Currently, the existing simulation plugins for SPM are limited in their configurability, making it challenging to adapt simulations to meet specific requirements and constraints of different machine types. Therefore, SPM wants to migrate the simulation plugins to a newly established Common Simulation Framework. This framework is designed to support a wide range of existing simulation plugins while providing the necessary flexibility to modify simulation configurations based on the unique needs and limitations of various machine types.
Key Responsibilities:
Familiarization with Current SPM Plugins: Understand the existing SPM simulation plugins, their functionalities, and limitations.
Study the Common Simulation Framework: Gain insights into the architecture and capabilities of the Common Simulation Framework, focusing on its configuration patterns.
Migration Planning: Develop a detailed plan for migrating the SPM simulation plugins to the Common Simulation Framework, including timelines, and milestones
Implementation: Execute the migration process, ensuring that the SPM plugins are fully functional within the new framework and that they leverage the configuration patterns effectively.
Testing and Validation: Conduct thorough testing to validate that the migrated plugins perform as expected in the Common Simulation Framework and existing simulation environment.
Documentation: Create comprehensive documentation outlining the migration process, configuration patterns used, and any challenges encountered along the way.
Presentation: Prepare a presentation summarizing the project outcomes, including the benefits of the migration and potential future enhancements.
Expected Outcomes:
Successful migration of SPM simulation plugins to the Common Simulation Framework.
Enhanced flexibility in modifying simulation configurations.
Improved efficiency in conducting virtual qualifications for metrology.
Your profile
To be a great match for this internship you:
Are a final-year bachelor or a master student in Computer Science, Electrical Engineering or a similar field.
Are proficient in programming (C/C++), Object Oriented Programming.
Are familiar with simulation frameworks using configuration patterns, software development and testing practices.
Are able to work independently and autonomously and are pro-active.
Have strong communication skills and are fluent in English (verbal and written).
This is a final-year bachelor or a master graduation/apprentice internship for a minimum of 6 months, for 4 to 5 days per week (at least 3 days onsite). The start date of this internship is September 2025.
Other requirements you need to meet
You are enrolled at an educational institute
for the entire duration of the internship;
You are located in the Netherlands to perform your internship. In case you are currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate;
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
This position requires access to controlled technology, as defined in the
United States
Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with candidates who are immediately eligible to access controlled technology.
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00319316-computer-science-internship-common-simulation-framework-d2381c40cb7c894a238b787f2c24ec
ASML Taiwan 台灣艾司摩爾,Computer science | embedded systems internship: EUV image sensors software,"Introduction
The Embedded Software for EUV Department delivers integrated embedded software solutions that support the business success of ASML. The EUV Image Sensors is responsible for sensors that serve two main functions within the Twin scan:
Image Alignment: Measuring the aligned position of the Aerial Image, determining the precision of wafer exposures;
Image Quality Sensing: Measuring the quality of the Aerial image via the aberrations in its wavefront, determining the quality of wafer exposures.
To make this possible, the EUV Image Sensors software group develops embedded software solutions for measuring - with picometer level accuracy - the aerial image in ASML's EUV lithography machines.
Your assignment
This position consists of two different assignments and we are looking for two interns.
Assignment 1
In this internship you will create a testing framework using customized version of python mock (MTEST). Migrate the test cases from the legacy testing framework to the new MTEST framework. Extend the test cases to cover most of the scenarios.
To achieve this, you will: Gather requirements; Design; Implement Prototype; Review Prototype; Implement full functionality; Test functionality; Review functionality; Document your findings.
Assignment 2
In this internship you will create automation in EUV Image Sensors group patch release process. This process has the objective of releasing software changes created by our software team, indispensable tool for research and development of the different phases of ASML products (e.g., installation at a customer, regular development, testing, fixes, customer early access or diagnostics).
To achieve this, you will: Gather requirements; Design; Implement Prototype; Review Prototype; Implement full functionality; Test functionality; Review functionality; Document your findings.
Your profile
To be a great match for this internship you:
Are a final-year bachelor student (graduation/apprentice assignment) or a master student (apprentice assignment) in Computer Science or Embedded Systems;
Have experience with C, C++ and Python
Have strong communication skills and are fluent in English (verbal and written).
This is a final-year bachelor student (graduation/apprentice assignment) or a master student (apprentice assignment) for a minimum of 6 months, for 4 to 5 days per week (at least 3 days onsite). The start date of this internship is September 2025.
Other requirements you need to meet
You are enrolled at an educational institute
for the entire duration of the internship;
You are located in the Netherlands to perform your internship. In case you are currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate;
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
This position requires access to controlled technology, as defined in the
United States
Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with candidates who are immediately eligible to access controlled technology.
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00314236-computer-science-embedded-systems-internship-euv-image-s-264ee6732ee6b70489bf7d5d56776c
ASML Taiwan 台灣艾司摩爾,"Cost engineering internship: Process planning, prioritization, and stakeholder reporting","Introduction
Cost Engineering (CE) is a global team of specialists in technology manufacturing processes and costs, mainly based in Veldhoven under Strategic Sourcing & Procurement. Their mission is to provide accurate product cost estimates worldwide and improve negotiations by validating supplier manufacturing processes and costs during workshops. CE also supports early design efforts with its manufacturing knowledge and develops cost estimation expertise across the company. The team focuses on three areas: Optics, Electronics, and Mechanics. Due to increased focus on cost-effective designs and cost of goods, CE is seeing a rise in support requests.
Your assignment
With the help of experienced cost engineers and architects, you will learn about the main services and deliverables of cost engineering for our stakeholders like supplier account leaders and development teams. This assignment involves improving our current planning, prioritization, and escalation processes, as well as standardizing reporting and analysis. You'll also track progress against agreed plans. By surveying our stakeholders, you'll gather feedback and lessons learned.
For this assignment, some of the tasks will include:
Get to know the current CE planning, prioritization, and escalation processes, as well as stakeholder reporting.
Improve efficiency and maximize impact results by providing advice and proposals.
Use surveys to gather feedback and lessons learned to ensure stakeholder satisfaction.
Document your work for knowledge transfer and training.
Your profile
To be a match for this internship, you:
Are a bachelor student in Industrial Engineering or a related field like Logistics and Production Planning.
Are able to analyze and visualize processes and data.
Are independent thinker and proactive.
Are open-minded and quick learner.
Have good communication skills in English, both verbal and written.
This is an apprentice / graduation internship for 4-5 days a week with a duration of 5 to 8 months.
Other requirements you need to meet:
You are enrolled at an educational institute
for the entire duration of the internship
;
You need to be located in the Netherlands to be able to perform your internship. In case you ‘re currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate.
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00320114-cost-engineering-internship-process-planning-prioritizati-c9c5a2a40249f8c1d6b1325d6f5418
ASML Taiwan 台灣艾司摩爾,Mechatronics internship: laser to droplet control,"Introduction
In EUV machines a tin droplet is hit by a laser pulse 50k times per second in order to create EUV light. Our group is responsible for positioning this laser within the beam path and on to the tin droplet. For this purpose, we use extremely fast light sensors and (electro-mechanical) actuators running at extreme bandwidths.
Your assignment
A perfect alignment between the laser and the droplet results in the largest amount of EUV. Therefore, we continuously strive for a lower laser to droplet error. For this reason, we have two internship assignments available for two interns:
Assignment 1:
HIGS Control for EUV Source
This laser to droplet error is disturbed by many elements and to compensate for these effects we measure the laser and droplet position and apply position feedback using tip/tilt mirror actuators. The goal of the assignment is to investigate whether a more advanced control scheme, Hybrid integrator-gain systems (HIGS) specifically, can further suppress disturbances and reduce the laser to droplet error.
Some of your tasks include:
Become familiar with the operation of an EUV source and specifically the laser beam steering control techniques;
Become familiar with HIGS control schemes;
Implement a HIGS control scheme in a model and simulate performance impact;
Implement a HIGS control scheme in the control network and perform measurements to evaluate impact (optional);
Give advice on the way forward regarding HIGS control.
Assignment 2:
EUV Source Settling Observer
Upon the start of EUV light generation, a settling effect is observed. To allow for this settling, the light generation is started well before the die exposure, there is a significant energy saving potential if the settling time can be reduced. The task of this internship is to predict and compensate for this settling behavior and thereby reduce the amount of settling time needed.
Some of your tasks include:
Become familiar with the operation of an EUV source and specifically the laser beam steering control techniques;
Create an understanding of this settling mechanism and its physics;
Design a compensation mechanism to reduce the settling behavior using iterative learning control (ILC) techniques;
Simulate the impact of this compensation mechanism;
Give advice on the way forward regarding this compensation mechanism.
Both of these assignments are suitable for a Master apprentice internship (non-thesis) with a duration of 3 to 6 months, working 4-5 days a week. The start date is around September 2025.
Your profile
To be a match for this internship, you:
Are busy with your master's in Mechatronics, Mechanical Engineering, or Electrical Engineering, specializing in Control Systems;
Are able to analyze data and utilize tooling like MATLAB and Simulink (a must);
Possess some experience with system identification, modelling, and controller design;
Are solution oriented and have attention to detail and a hands-on mentality;
Have good communication skills in English (verbal and written).
Other requirements you need to meet:
You are enrolled at an educational institute
for the entire duration of the internship;
You are located in the Netherlands to perform your internship. In case you are currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate;
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
This position requires access to controlled technology, as defined in the
United States
Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with candidates who are immediately eligible to access controlled technology.
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00319932-mechatronics-internship-laser-to-droplet-control-016afbe9d546e73c0d5092dc8cd702
ASML Taiwan 台灣艾司摩爾,Engineering internship: H2/N2 gas comparison analysis,"Introduction to the job
ASML’s Development & Engineering (D&E) sector is responsible for the specification, design and integration of the ASML machines. In this sector, the department of Machine Conditioning (MC), specifies, designs and does the functional integration of the various (sub-)modules and architectures related to the flow and thermal domains. The department consists of discipline- and function oriented groups where emphasis lies on particular knowledge/skills, architecture or modules in ASML machines.
Your assignment
EUV systems use hydrogen (H2) for several reasons. The Gas Facility Unit (GFU) is a cabinet that regulates H2 flow from bulk in a controlled manner towards the EUV system. These cabinets are build, tested and qualified (on cabinet level) at the vendor. During these testing and qualification steps, nitrogen (N2) is used as test gas instead of H2.
It is less understood if testing with N2 gas predicts the behavior of the module well enough when it's operational with H2 gas.
The scope of this apprentice internship is to improve understanding on how testing with N2 gas predicts behavior of the module when in operation with H2.
Tasks may include, but are not limited to:
Familiarize yourself with the module design and it's critical components for gas handling.
Understand the current way of working.
Theoretical Investigation on how well testing with N2 predicts module functionality when in operation with H2.
Theoretical guidance from university counterpart.
Depending on the outcome of above, come up with a strategy to experimentally validate theoretical findings.
Report out on findings
This is a master's level internship lasting minimum 4 months with possibility to extend. For fulltime or 4 days per week (hybrid and onsite). Starting in September 2025.
Your profile
To be a good fit for this internship assignment, you are a master student in Mechanical or Aerospace Engineering, Applied Physics or a related discipline. Additional skills requirement:
Able to analyze mechanical components.
Affinity with Fluid Dynamics & Physical Transport Phenomena
You are eager to learn, structured, independent with a pro-active attitude.
Have good communication skills in English (verbal and written)
Other requirements you need to meet:
You are enrolled at an educational institute
for the entire duration of the internship;
You are located in the Netherlands to perform your internship. In case you are currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate;
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
This position requires access to controlled technology, as defined in the
United States
Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with candidates who are immediately eligible to access controlled technology.
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00320295-engineering-internship-h2-n2-gas-comparison-analysis-7c2958d65ec17117a014d98e48e314
ASML Taiwan 台灣艾司摩爾,Supply Chain Management Internship: Transport Materials Roadmap,"Introduction
The current packaging processes at ASML require significant improvements. The ownership of packaging responsibilities is scattered across various departments, leading to inefficiencies and a lack of accountability. Additionally, the existing packaging methods generate a considerable amount of waste, presenting an opportunity for both waste and cost reduction. There is a clear need for a more streamlined and sustainable approach to packaging that can enhance efficiency and reduce environmental impact.
Your assignment
During this internship, you will support the development of a transport materials roadmap aimed at defining new processes, reducing waste, and improving efficiency. This includes clarifying ownership of packaging within ASML and demonstrating the impact of packaging on various processes.
Your key responsibilities during this assignment:
1.
Research and analysis:
You will conduct a thorough analysis of current transport materials and methods used by ASML and identify potential areas for improvement in terms of cost, sustainability, and efficiency.
2. Process definition:
You will collaborate with the engineering and logistics teams to define new processes for transport materials and will develop strategies to reduce waste and improve efficiency in packaging and transportation.
3. Ownership and Impact:
You will clarify the ownership of packaging within ASML and its impact on different processes. You will work with various departments to ensure clear communication and understanding of packaging responsibilities.
4. Data Analytics:
You will utilize strong data analytics skills to connect the dots and identify trends and opportunities for improvement. Additionally, you will analyze the data to support decision-making and process optimization.
Your profile
To be a perfect match for this internship, you:
Are an HBO/bachelor or master student with an educational background in Supply Chain Management or Industrial Engineering;
Have strong analytical and problem-solving skills;
Are proficient in data analytics and have the ability to connect the dots
Have excellent collaboration and communication skills;
Are open-minded and able to work effectively with diverse teams.
This is a HBO/bachelor graduation project or a master apprentice internship for minimum 5 months, 4 days per week (50% on-site attendance). The start date of the internship is September 2025.
Other requirements you need to meet:
You are enrolled at an educational institute
for the entire duration of the internship
;
Attach your cover letter with a clear motivation why you are interested in this internship assignment in particular;
You need to be located in the Netherlands to be perform your internship. In case you ‘re currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate.
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00319956-supply-chain-management-internship-transport-materials-roa-087842947a8bd46484bf2cd12a3cc6
ASML Taiwan 台灣艾司摩爾,Mechanical Engineering Internship: Advanced Materials Modeling and Analysis,"Introduction
We are seeking a motivated and talented intern to join our team for a project focused on advanced materials and numerical methods. This internship offers a unique opportunity to gain hands-on experience in the modeling and analysis of joining methods for advanced technical ceramics. As part of our team, you will work closely with experienced professionals, contributing to cutting-edge research and development efforts. This role is ideal for individuals passionate about mechanical analysis, materials science, and innovative production techniques.
Your assignment
The primary assignment for this internship involves the modeling of  a bonding process used for joining ceramic parts using the Finite Element Method (FEM). You will be responsible for developing and validating computational models to simulate the bonding process, analyzing the mechanical properties of the bonded joints, and optimizing the bonding parameters to achieve high-strength, high-integrity joints. Moreover, this project is aimed at developing a deep understanding of the material properties, bonding techniques, and advanced numerical methods. Your work will contribute to the development of reliable and efficient bonding processes for high-performance applications.
This is a master graduation project and apprentice (to gain work experience) internship for minimum 6 months, 5 days per week. The start date of this internship is September.
Your profile
To be a perfect fit for this assignment, you:
Are pursuing a master's degree and preferably have a background in Mechanical Engineering, Materials Science, or a related field;
Have proficiency in numerical methods, particularly the Finite Element Method (FEM);
Have proficiency in MATLAB or Python;
Preferably have experience with computational modeling software (e.g., ANSYS, Altair, HyperWorks, COMSOL);
Preferably have a strong understanding of ceramic material properties and applications and have familiarity with bonding techniques;
Have good analytical (analyze and interpret complex data) and problem-solving skills (solving technical challenges);
Have excellent communication skills (ability to present findings clearly in group meetings).
Other requirements you need to meet
You are enrolled at an educational institute
for the entire duration of the internship
;
You need to be located in the Netherlands to be perform your internship. In case you ‘re currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate.
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00320416-mechanical-engineering-internship-advanced-materials-model-7ff824be265f2e6fcfc2b9a8303bb4
